Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-brqh,checkpoint-xp91,checkpoint-i6ra,checkpoint-zs2s,checkpoint-a47v,checkpoint-1q1l,checkpoint-ulk4,checkpoint-84fo,checkpoint-satt,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,fname,PCimageLeft,PCimageRight,LDimageLeft,LDimageRight,ShowProgressBar,LDbuttonLeft,LDbuttonRight,CorrectAnswer,PCbuttonLeft,PCbuttonRight,
44,1568313000836,12/09/2019 18:30:00,1568313000712,-4,12/09/2019 14:30:00,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,93,13,2,LD screen,Zone1,response_keyboard_single,1148.7900000065565,no,1,1,0,0,,,,,1,LD-S,NW031_gerubalo.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
45,1568313001821,12/09/2019 18:30:01,1568313001698,-4,12/09/2019 14:30:01,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,93,13,3,Screen 1,fixation,fixation,999.9599999999991,,,0,1,0,,,,,1,LD-S,NW031_gerubalo.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
46,1568313002602,12/09/2019 18:30:02,1568313002480,-4,12/09/2019 14:30:02,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,120,14,1,Fixation,Zone1,content_audio,772.2349995747209,,,0,1,0,,,,,1,LD-S,NW057_kradomet.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
47,1568313002977,12/09/2019 18:30:02,1568313002856,-4,12/09/2019 14:30:02,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,120,14,2,LD screen,Zone1,response_keyboard_single,371.4449997060001,no,1,1,0,0,,,,,1,LD-S,NW057_kradomet.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
48,1568313003962,12/09/2019 18:30:03,1568313003848,-4,12/09/2019 14:30:03,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,120,14,3,Screen 1,fixation,fixation,999.9599999999991,,,0,1,0,,,,,1,LD-S,NW057_kradomet.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
49,1568313004743,12/09/2019 18:30:04,1568313004619,-4,12/09/2019 14:30:04,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,154,15,1,Fixation,Zone1,content_audio,760.1399999111891,,,0,1,0,,,,,1,LD-S,NW091_tymolipe.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
50,1568313005197,12/09/2019 18:30:05,1568313005080,-4,12/09/2019 14:30:05,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,154,15,2,LD screen,Zone1,response_keyboard_single,455.85000002756715,no,1,1,0,0,,,,,1,LD-S,NW091_tymolipe.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
51,1568313006183,12/09/2019 18:30:06,1568313006064,-4,12/09/2019 14:30:06,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,154,15,3,Screen 1,fixation,fixation,999.9600000000064,,,0,1,0,,,,,1,LD-S,NW091_tymolipe.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
52,1568313006980,12/09/2019 18:30:06,1568313006859,-4,12/09/2019 14:30:06,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,101,16,1,Fixation,Zone1,content_audio,786.3099998794496,,,0,1,0,,,,,1,LD-S,NW039_hilliun.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
53,1568313007286,12/09/2019 18:30:07,1568313007168,-4,12/09/2019 14:30:07,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,101,16,2,LD screen,Zone1,response_keyboard_single,304.2000001296401,no,1,1,0,0,,,,,1,LD-S,NW039_hilliun.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
54,1568313008286,12/09/2019 18:30:08,1568313008164,-4,12/09/2019 14:30:08,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,101,16,3,Screen 1,fixation,fixation,999.9599999999991,,,0,1,0,,,,,1,LD-S,NW039_hilliun.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
55,1568313009038,12/09/2019 18:30:09,1568313008919,-4,12/09/2019 14:30:08,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,145,17,1,Fixation,Zone1,content_audio,745.3600000590086,,,0,1,0,,,,,1,LD-S,NW082_rengimer.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
56,1568313009302,12/09/2019 18:30:09,1568313009184,-4,12/09/2019 14:30:09,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,145,17,2,LD screen,Zone1,response_keyboard_single,259.9300001747906,no,1,1,0,0,,,,,1,LD-S,NW082_rengimer.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
57,1568313010302,12/09/2019 18:30:10,1568313010181,-4,12/09/2019 14:30:10,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,145,17,3,Screen 1,fixation,fixation,999.9600000000064,,,0,1,0,,,,,1,LD-S,NW082_rengimer.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
58,1568313011085,12/09/2019 18:30:11,1568313010959,-4,12/09/2019 14:30:10,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,8,18,1,Fixation,Zone1,content_audio,769.3349998444319,,,0,1,0,,,,,1,LD-S,FW006_ballerina.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
59,1568313011399,12/09/2019 18:30:11,1568313011272,-4,12/09/2019 14:30:11,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,8,18,2,LD screen,Zone3,response_keyboard_single,308.6199997924268,yes,1,1,0,0,,,,,1,LD-S,FW006_ballerina.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
60,1568313012385,12/09/2019 18:30:12,1568313012264,-4,12/09/2019 14:30:12,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,8,18,3,Screen 1,fixation,fixation,999.9600000000064,,,0,1,0,,,,,1,LD-S,FW006_ballerina.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
61,1568313013180,12/09/2019 18:30:13,1568313013059,-4,12/09/2019 14:30:13,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,4,19,1,Fixation,Zone1,content_audio,786.6899999789894,,,0,1,0,,,,,1,LD-S,FW002_america.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
62,1568313013509,12/09/2019 18:30:13,1568313013384,-4,12/09/2019 14:30:13,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,4,19,2,LD screen,Zone3,response_keyboard_single,320.2049997635186,yes,1,1,0,0,,,,,1,LD-S,FW002_america.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
63,1568313014497,12/09/2019 18:30:14,1568313014381,-4,12/09/2019 14:30:14,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,4,19,3,Screen 1,fixation,fixation,999.9599999999991,,,0,1,0,,,,,1,LD-S,FW002_america.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
64,1568313015325,12/09/2019 18:30:15,1568313015199,-4,12/09/2019 14:30:15,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,12,20,1,Fixation,Zone1,content_audio,810.4950003325939,,,0,1,0,,,,,1,LD-S,FW010_crocodile.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
65,1568313015497,12/09/2019 18:30:15,1568313015376,-4,12/09/2019 14:30:15,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,12,20,2,LD screen,Zone3,response_keyboard_single,171.4849998243153,yes,1,1,0,0,,,,,1,LD-S,FW010_crocodile.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
66,1568313016480,12/09/2019 18:30:16,1568313016364,-4,12/09/2019 14:30:16,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,12,20,3,Screen 1,fixation,fixation,999.9599999999991,,,0,1,0,,,,,1,LD-S,FW010_crocodile.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
67,1568313017200,12/09/2019 18:30:17,1568313017079,-4,12/09/2019 14:30:17,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,60,21,1,Fixation,Zone1,content_audio,707.1400000713766,,,0,1,0,,,,,1,LD-S,FW058_wealthy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
68,1568313017529,12/09/2019 18:30:17,1568313017400,-4,12/09/2019 14:30:17,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,60,21,2,LD screen,Zone3,response_keyboard_single,316.64999993517995,yes,1,1,0,0,,,,,1,LD-S,FW058_wealthy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
69,1568313018528,12/09/2019 18:30:18,1568313018398,-4,12/09/2019 14:30:18,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,60,21,3,Screen 1,fixation,fixation,999.9600000000064,,,0,1,0,,,,,1,LD-S,FW058_wealthy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
70,1568313019138,12/09/2019 18:30:19,1568313019019,-4,12/09/2019 14:30:19,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,127,22,1,Fixation,Zone1,content_audio,612.9699996672571,,,0,1,0,,,,,1,LD-S,NW064_loubel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
71,1568313019668,12/09/2019 18:30:19,1568313019552,-4,12/09/2019 14:30:19,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,127,22,2,LD screen,Zone1,response_keyboard_single,528.1949997879565,no,1,1,0,0,,,,,1,LD-S,NW064_loubel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
72,1568313020671,12/09/2019 18:30:20,1568313020547,-4,12/09/2019 14:30:20,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,127,22,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,NW064_loubel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
73,1568313021499,12/09/2019 18:30:21,1568313021379,-4,12/09/2019 14:30:21,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,76,23,1,Fixation,Zone1,content_audio,823.694999795407,,,0,1,0,,,,,1,LD-S,NW014_beroin.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
74,1568313021780,12/09/2019 18:30:21,1568313021664,-4,12/09/2019 14:30:21,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,76,23,2,LD screen,Zone1,response_keyboard_single,280.5249998345971,no,1,1,0,0,,,,,1,LD-S,NW014_beroin.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
75,1568313022768,12/09/2019 18:30:22,1568313022647,-4,12/09/2019 14:30:22,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,76,23,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,NW014_beroin.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
76,1568313023567,12/09/2019 18:30:23,1568313023439,-4,12/09/2019 14:30:23,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,52,24,1,Fixation,Zone1,content_audio,783.5000003688037,,,0,1,0,,,,,1,LD-S,FW050_remedial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
77,1568313023758,12/09/2019 18:30:23,1568313023640,-4,12/09/2019 14:30:23,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,52,24,2,LD screen,Zone3,response_keyboard_single,196.1650000885129,yes,1,1,0,0,,,,,1,LD-S,FW050_remedial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
78,1568313024758,12/09/2019 18:30:24,1568313024631,-4,12/09/2019 14:30:24,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,52,24,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,FW050_remedial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
79,1568313025524,12/09/2019 18:30:25,1568313025399,-4,12/09/2019 14:30:25,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,158,25,1,Fixation,Zone1,content_audio,758.9199999347329,,,0,1,0,,,,,1,LD-S,NW095_weekary.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
80,1568313025883,12/09/2019 18:30:25,1568313025760,-4,12/09/2019 14:30:25,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,158,25,2,LD screen,Zone1,response_keyboard_single,356.4150002785027,no,1,1,0,0,,,,,1,LD-S,NW095_weekary.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
81,1568313026868,12/09/2019 18:30:26,1568313026747,-4,12/09/2019 14:30:26,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,158,25,3,Screen 1,fixation,fixation,999.9600000000064,,,0,1,0,,,,,1,LD-S,NW095_weekary.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
82,1568313027585,12/09/2019 18:30:27,1568313027458,-4,12/09/2019 14:30:27,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,64,26,1,Fixation,Zone1,content_audio,702.3799996823072,,,0,1,0,,,,,1,LD-S,NW002_admunker.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
83,1568313027883,12/09/2019 18:30:27,1568313027752,-4,12/09/2019 14:30:27,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,64,26,2,LD screen,Zone1,response_keyboard_single,288.61499996855855,no,1,1,0,0,,,,,1,LD-S,NW002_admunker.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
84,1568313028869,12/09/2019 18:30:28,1568313028747,-4,12/09/2019 14:30:28,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,64,26,3,Screen 1,fixation,fixation,999.9600000000064,,,0,1,0,,,,,1,LD-S,NW002_admunker.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
85,1568313029591,12/09/2019 18:30:29,1568313029458,-4,12/09/2019 14:30:29,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,35,27,1,Fixation,Zone1,content_audio,702.8650003485382,,,0,1,0,,,,,1,LD-S,FW033_lyrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
86,1568313029950,12/09/2019 18:30:29,1568313029824,-4,12/09/2019 14:30:29,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,35,27,2,LD screen,Zone3,response_keyboard_single,360.6850001960993,yes,1,1,0,0,,,,,1,LD-S,FW033_lyrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
